Collection Number,File name,Folder Number,Folder Title,Item Title,Text on Back of Photo,notes,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_007,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,Faculty waiting for the PhD Hooding Ceremony,Elwin Svenson(?) Wolf Leslau Marvin Atkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_008,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Graduates lining up for the PhD Hooding Ceremony, June 1988",Jacob Biale Francis Blucet ? Paul Farrington ? ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_009,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,Faculty lining up for the PhD Hooding Ceremony,Joseph Gengerelli ? JAC Grant ? Nixon Gardner Miller ? Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_010,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,Faculty lining up for the PhD Hooding Ceremony,Wolf Leslau Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_011,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty lined up in preperation for PhD Hooding Ceremony, June 1988",Nosanow (Divine) ? Edward Alpers Solomon ? Robert Hayes Adrian Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_012,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty preparing to line up for PhD Hooding Ceremony, June 1988",Art? Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_013,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"View of stage during PhD Hooding Ceremony, June 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_014,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Speaker and sign language interpreter on stage during PhD Hooding Ceremony, June 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_015,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Close up of speaker at PhD Hooding Ceremony, June 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_016,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin at podium during PhD Hooding Ceremony, June 1988",Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_017,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"The Emeriti from 1937-1938 Faculty and ceremonial escorts standing on stage during PhD Hooding Ceremony, June 1988",The Emeriti from 1937-38 (and ceremonial escorts),,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_018,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"The Emeriti from 1937-1938 Faculty and ceremonial escorts standing on stage during PhD Hooding Ceremony, June 1989","The Emeriti from 1937-38 Faculty, (and ceremonial escorts)",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_019,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"The Emeriti from 1937-1938 Faculty and ceremonial escorts standing on stage during PhD Hooding Ceremony, June 1990","The Emeriti from 1937-38 Faculty (and ceremonial escorts), Blow up",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_020,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"A portion of the Emeriti from 1938-1938 Faculty on stage during PhD Hooding Ceremony, June 1988","A portion of the Emeriti from 1937-38, Faculty, (and ceremonial escorts)",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_021,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"A portion of the Emeriti from 1938-1938 Faculty on stage during PhD Hooding Ceremony, June 1989","The Emeriti from 1937-38 Faculty (and ceremonial escorts), Blow up",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_022,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin at podium during PhD Hooding Ceremony, June 1988",Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_023,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Sidney Finegold at podium during PhD Hooding Ceremony, June 1988",Sidney Finegold,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_024,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"The graduates following conferral of degree, June 1988",The graduates following conferral of degree,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_025,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Looking towards stage from balcony during PhD Hooding Ceremony, June 1988",Hooding,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_026,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Looking towards stage from balcony during PhD Hooding Ceremony, June 1989",Hooding,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_027,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Looking towards stage from balcony during PhD Hooding Ceremony, June 1990",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_028,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Looking towards stage from audience during PhD Hooding Ceremony, June 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_029,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Looking towards stage from audience during PhD Hooding Ceremony, June 1989",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_030,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty hooding a PhD candidate, June 1988",Hooding,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_031,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty hooding a PhD candidate, June 1988",Repeat,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_032,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty hooding a PhD candidate, June 1988",Repeat,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_033,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty hooding a PhD candidate, June 1988","David Chapman (holding hood), Edward Alpus (hooding), Victoria Fromkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_034,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Marvin Alkin at microphone during PhD Hooding Ceremony, June 1988",Marvin Alkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_035,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin shaking hands with graduate, June 1988",Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_036,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin shaking hands with graduate, June 1989",Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_037,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"David Chapman holds out hood while Edward Alpus hoods graduate, June 1988","David Chapman, Edward Alpus, ?",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_038,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Graduate stands with David Kaplan during PhD Hooding Ceremony, June 1988",Graduate David Kaplan,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_039,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Charles West hooding graduate, June 1988",Charles West Graduate,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_040,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin shaking hands with graduate, June 1988",Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_041,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Robin Kelley shakes hands with Victoria Fromkin with Edward Alpers stands in the background during Hooding ceremony, June 1988","Edward Alpus, Robin Kelley, Victoria Fromkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_042,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Raymond Orbach at podium during PhD Hooding Ceremony, June 1988",Raymond Orbach,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_043,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty member prepares to walk down from the stage during PhD Hooding Ceremony, June 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_044,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty walk down from the stage during PhD Hooding Ceremony, June 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_045,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Thomas Jacobs and Mrs Francis Black stand with others around buffee table, June 1988","Thomas Jacobs, Mrs Francis Black",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_046,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Ruseell O'Neill, Robert Vospur, Robert Yost, William Brown at celebration after PhD Hooding Ceremony, June 1988","Ruseell O'Neill, Robert Vospur, Robert Yost, William Brown",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_047,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"David Cattell, Lois Crouch and others at PhD Hooding Ceremony, June 1988","David Cattell, Lois Crouch?",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_048,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Attendees at Robing Reception, June 1988",Robing Reception,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_049,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Robert Williams, Thomas Jacobs and others gathered around buffet table during Robing Reception, June 1988","Robert Williams, Thomas Jacobs",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_050,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"William Puckett and others at Robing Reception, June 1988","Valentine, William Puckett",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_051,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin at podium during Robing Reception, June 1988",Victoria Fromkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_052,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Ruseell O'Neill and Victoria Fromkin at podium at Robing Reception, June 1988","Ruseell O'Neill, Victoria Fromkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_053,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Ruseell O'Neill and Victoria Fromkin at podium at Robing Reception, June 1988","Ruseell O'Neill, Victoria Fromkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_054,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Raymond Fisher and Victoria Fromkin at podium during Robing Reception, June 1988","Raymond Fisher, Victoria Fromkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_055,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Raymond Fisher speaks at podium with Victoria Fromkin at his side during Robing Reception, June 1988","Raymond Fisher, Victoria Fromkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_056,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin hugs Beverly Liss with Raymond Fisher looking on from podium, June 1988","Beverly Liss, Victoria Fromkin, Raymond Fisher",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_057,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Victoria Fromkin speaks at podium, June 1988","Victoria Fromkin, Carmen Taub",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_058,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Attendees at Emeriti Reception, June 1988",Emeriti Reception,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_059,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Gardner Miller and Robert Vosper with unidentified woman at Emeriti Reception, June 1988","Gardner Miller, Robert Vosper",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_060,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Joseph Gengerelli , Arthur and Mrs. Schroeder at Emeriti Reception, June 1988","Joseph Gengerelli , Arthur Schroeder, Mrs. Schroeder",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_061,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Raymond Orback and Francis Blacet dressed in ceremonial robes in preperation for PhD Hooding Ceremony, June 1988","Raymond Orbach, Francis Blacet",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_062,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Valentine and others speak at reception, June 1988",Valentine,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_063,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Jacob Biale and Art Gibson speak at gathering for PhD Hooding Ceremony, June 1988","Jacob Biale, Art Gibson",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_064,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Joseph Gengerelli and Donald Lindsley speak with unidentified man at gathering for PhD Hooding Ceremony, June 1988","?, Joseph Gengerelli, Donald Lindsley",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_065,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"John Cron and Marion Zeitlen at gathering for PhD Hooding Ceremony, June 1988","John Cron, Marion Zeitlen",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_066,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Beverly Liss offering pastries to Russel O'Neill and Robert Vosper at gathering for PhD Hooding Ceremony, June 1988","Russell O'Neill, Beverly Liss, Robert Vosper(?)",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_067,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Marion Zeitlen and Robert Vosper speak at gathering for PhD Hooding Ceremony, June 1988","Marion Zeitlin, Robert Vosper",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_068,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Elwin Svenson and Beverly Liss at PhD Hooding Ceremony gathering, June 1988","Elwin Svenson, Beverly Liss",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_069,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Gardner Miller, Valentine, Marion Zeitlin and Shirley Arora line up in preperation for PhD Hooding Ceremony, June 1988","Gardner Miller, ? Valentine, Marion Zeitlin, Shirley Arora",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_070,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Bertram Russell, Russell O'Neill, Morley English and Isadore Rudnick line up for PhD Hooding Ceremony, June 1988","Bertram Russell, Russell O'Neill, Morley English, Isadore Rudnick",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_071,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Francis Crowley, William Puckett and Raymond Fisher line up for PhD Hooding Ceremony, June 1988","Francis Crowley, William Puckett, Raymond Fisher",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_072,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Winston Crouch, John Crow and Claude Hulet lined up for PhD Hooding Ceremony, June 1988line up for PhD Hooding Ceremony, June 1988","Winston Crouch, John Crow, Claude Hulet",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_073,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Graduates line up outside of Royce Hall, June 1988",Graduate line-up,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_074,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Graduates line up outside of Royce Hall, June 1988",Graduate line-up,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_075,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Graduates lined up outside of Royce Hall, June 1988",Graduate line-up,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_076,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Robert Vosper standing outside Royce Hall, June 1988",Robert Vosper,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_077,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Franklin Murphy standing outside Royce Hall with others, June 1988",Franklin Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_078,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Franklin Murphy standing outside Royce Hall with others, June 1988",Franklin Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_079,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Elwin Svenson, Wolf Leslau and Marvin Alkin speak outside of Royce Hall, June 1988","Elwin Svenson, Wolf Leslau, Marvin Alkin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_080,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Jacob Biale, Francis Blacet and Paul Farrington walk with others into PhD Hooding Ceremony, June 1988","Jacob Biale, Francis Blacet, ?, Paul Farrington, ?, ?",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_081,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Joseph Gengerelli, JAC Grant, Gardner Miller and others walk in to PhD Hooding Ceremony, June 1988 ","Joseph Gengerelli, JAC Grant, ? Nixon, Gardner Miller, ? Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_082,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Wolf Leslau and Victoria Franklin speak outside of Royce Hall, June 1988","Wolf Leslau, Victoria Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_083,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Robert Vosper, Franklin and Mrs Murphy stand together at gathering for PhD Hooding Ceremony, June 1988","Robert Vosper, Mrs. Franklin Murphy, Franklin Murphy",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_084,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Mr. and Mrs. Robert Vosper stand outside Royce Hall after PhD Hooding Ceremony, June 1988",Mr. and Mrs. Robert Vosper,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_085,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Franklin Murphy and Robert Vosper stand outside Royce Hall after PhD Hooding Ceremony, June 1988","Franklin Murphy, Robert Vosper",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_086,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Dan Bennett, Carmen Taul and Beverly Liss stand together outside Royce Hall, June 1988","Dan Bennett, Carmen Taul, Beverly Liss",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_087,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Bea Mandel, Lewis Solomon and unidentified man stand outside Royce Hall, June 1988","Bea Mandel, ?, Lewis Solomon",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_088,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Chancellor Young, Edward Alpers, Carol Hartsog and Bea Mandel gather together outside of Royce Hall after PhD Hooding Ceremony, June 1988","Chancellor Young, Edward Alpers, Carol Hartsog, Bea Mandel",,,,,,,,,,,,,,,,,,,,,,,,,,,
